id,verified,email_verified,phone_verified,email,first_name,last_name,referral_code,deactivated,test_user,banned,deleted,created_at,updated_at
042b3999-b2a3-4b06-852e-6f30e85d50bd,t,t,f,victoria.lewis50055@student.example.com,Victoria,Lewis,STU814796,f,f,f,f,2025-06-21 20:50:52.586,2025-06-21 20:50:52.586
e3818d12-deb9-4cb3-8b7f-c91375d563e7,t,t,f,mia.lopez27705@student.example.com,Mia,Lopez,STU390083,f,f,f,f,2025-04-20 20:50:52.586,2025-04-20 20:50:52.586
75e33878-830b-4adc-ad24-1a6f0af4da60,t,t,f,wyatt.cook93289@student.example.com,Wyatt,Cook,STU692579,f,f,f,f,2025-02-21 20:50:52.586,2025-02-21 20:50:52.586
18d98645-525d-4613-b8a2-d97d54e807ca,t,t,f,grayson.rivera67064@student.example.com,Grayson,Rivera,STU114457,f,f,f,f,2024-12-30 20:50:52.586,2024-12-30 20:50:52.586
847d8a28-cf14-4d9f-bbcc-11ebc2cfa3ad,t,t,f,natalie.allen45233@student.example.com,Natalie,Allen,STU992335,f,f,f,f,2025-02-11 20:50:52.586,2025-02-11 20:50:52.586
4680ee3e-1a85-4130-a36b-42655eb6ec1a,t,t,f,sofia.peterson75809@student.example.com,Sofia,Peterson,STU215532,f,f,f,f,2025-03-15 20:50:52.586,2025-03-15 20:50:52.586
2a80412c-b145-42cb-af1f-5b9d1c611e9c,t,t,f,logan.cruz54863@student.example.com,Logan,Cruz,STU394396,f,f,f,f,2025-02-06 20:50:52.586,2025-02-06 20:50:52.586
05cead36-4894-4099-a85c-9eeb7e6ab8e0,t,t,f,mason.gutierrez8560@student.example.com,Mason,Gutierrez,STU291059,f,f,f,f,2024-11-22 20:50:52.586,2024-11-22 20:50:52.586
31186fc1-94e7-48ec-bfeb-dc5f919f763f,t,t,f,victoria.morales15134@student.example.com,Victoria,Morales,STU867054,f,f,f,f,2024-11-25 20:50:52.586,2024-11-25 20:50:52.586
d1ca12c7-7dcb-463a-b55a-b15840ca6ea1,t,t,f,james.ramirez17695@student.example.com,James,Ramirez,STU257181,f,f,f,f,2024-11-08 20:50:52.586,2024-11-08 20:50:52.586
0b422b39-0d2f-4d44-b459-4e363ce76500,t,t,f,luna.green8241@student.example.com,Luna,Green,STU406288,f,f,f,f,2025-05-01 20:50:52.587,2025-05-01 20:50:52.587
dda2cb2c-36b1-43e1-b81d-715393f0fe2e,t,t,f,elijah.murphy95768@student.example.com,Elijah,Murphy,STU983253,f,f,f,f,2024-11-22 20:50:52.587,2024-11-22 20:50:52.587
d83b3214-6812-4556-b219-7381db540c35,t,t,f,benjamin.davis73054@student.example.com,Benjamin,Davis,STU285120,f,f,f,f,2025-04-05 20:50:52.587,2025-04-05 20:50:52.587
920a95cd-5fe3-4a14-84fa-0e93a6b772d3,t,t,f,wyatt.allen17842@student.example.com,Wyatt,Allen,STU676223,f,f,f,f,2025-03-28 20:50:52.587,2025-03-28 20:50:52.587
43bbfc89-1640-41dd-a332-fb68a7bf9d19,t,t,f,levi.carter14528@student.example.com,Levi,Carter,STU150054,f,f,f,f,2024-11-30 20:50:52.587,2024-11-30 20:50:52.587
db513614-91f6-4335-b165-ad24032c99fc,t,t,f,aiden.miller76628@student.example.com,Aiden,Miller,STU127965,f,f,f,f,2025-05-25 20:50:52.587,2025-05-25 20:50:52.587
28fdb114-e2f8-49ce-bef2-767891b114ae,t,t,f,charlotte.parker36502@student.example.com,Charlotte,Parker,STU153963,f,f,f,f,2024-12-20 20:50:52.587,2024-12-20 20:50:52.587
66056d50-7f37-4e2f-8a2a-53a0259743a5,t,t,f,harper.nguyen62397@student.example.com,Harper,Nguyen,STU805054,f,f,f,f,2025-01-09 20:50:52.587,2025-01-09 20:50:52.587
2eba1789-8d15-48e4-a598-5a78f807c451,t,t,f,grayson.reyes88975@student.example.com,Grayson,Reyes,STU638652,f,f,f,f,2025-01-02 20:50:52.587,2025-01-02 20:50:52.587
829525e3-6de8-42ff-b69e-80410412322a,t,t,f,madison.evans5421@student.example.com,Madison,Evans,STU698680,f,f,f,f,2025-03-22 20:50:52.587,2025-03-22 20:50:52.587
519f4163-8d1f-46a1-828d-22bbc754a0cd,t,t,f,james.peterson96482@student.example.com,James,Peterson,STU216257,f,f,f,f,2025-09-06 20:50:52.587,2025-09-06 20:50:52.587
c6001684-176a-4a36-8dfe-7612e6a651c5,t,t,f,elijah.collins96803@student.example.com,Elijah,Collins,STU103053,f,f,f,f,2025-07-27 20:50:52.587,2025-07-27 20:50:52.587
7977b851-0363-4e99-96a0-ee452eb7c87c,t,t,f,nathan.garcia77059@student.example.com,Nathan,Garcia,STU101251,f,f,f,f,2025-01-12 20:50:52.587,2025-01-12 20:50:52.587
81836520-d072-4b5d-abfa-8b15f9a6be09,t,t,f,sofia.reed805@student.example.com,Sofia,Reed,STU425280,f,f,f,f,2025-01-15 20:50:52.587,2025-01-15 20:50:52.587
a6b16168-72e6-4ce8-a73b-87d8a2cf33e5,t,t,f,luna.williams72112@student.example.com,Luna,Williams,STU841266,f,f,f,f,2025-05-07 20:50:52.587,2025-05-07 20:50:52.587
b67ad0c7-b114-4eef-85bd-38a105c45959,t,t,f,mila.clark41483@student.example.com,Mila,Clark,STU158843,f,f,f,f,2025-01-14 20:50:52.587,2025-01-14 20:50:52.587
fe4ed983-8dc0-4deb-896a-72f33aa9eed6,t,t,f,mila.thompson45420@student.example.com,Mila,Thompson,STU954691,f,f,f,f,2025-08-05 20:50:52.587,2025-08-05 20:50:52.587
a2adf180-04d3-454c-9fd0-e8c565170820,t,t,f,mateo.mitchell29590@student.example.com,Mateo,Mitchell,STU408711,f,f,f,f,2025-09-01 20:50:52.587,2025-09-01 20:50:52.587
55f882b5-9ed3-43ca-98ec-2ee798e7243d,t,t,f,ellie.perez41464@student.example.com,Ellie,Perez,STU339720,f,f,f,f,2025-05-02 20:50:52.587,2025-05-02 20:50:52.587
cf6fdca7-7930-40bd-a831-a6b8367471e3,t,t,f,eleanor.reed63571@student.example.com,Eleanor,Reed,STU603128,f,f,f,f,2024-12-08 20:50:52.587,2024-12-08 20:50:52.587
1bd0fc9b-2b0b-43e9-93bd-905208616402,t,t,f,natalie.collins68702@student.example.com,Natalie,Collins,STU738433,f,f,f,f,2024-10-25 20:50:52.587,2024-10-25 20:50:52.587
d89fa798-0dc8-42f5-bb1d-3e7ed66fb4b4,t,t,f,addison.parker68327@student.example.com,Addison,Parker,STU512619,f,f,f,f,2025-02-13 20:50:52.587,2025-02-13 20:50:52.587
8355877f-e9ee-4ed3-8246-43850506b612,t,t,f,elijah.clark19209@student.example.com,Elijah,Clark,STU757983,f,f,f,f,2025-04-02 20:50:52.587,2025-04-02 20:50:52.587
5070c2f8-54c6-4a32-9ef0-829867994905,t,t,f,mateo.williams40828@student.example.com,Mateo,Williams,STU500166,f,f,f,f,2025-03-21 20:50:52.587,2025-03-21 20:50:52.587
d6c29e4c-b5ac-43dd-877a-2e302627e7d3,t,t,f,maverick.roberts66617@student.example.com,Maverick,Roberts,STU170161,f,f,f,f,2025-08-08 20:50:52.587,2025-08-08 20:50:52.587
c0851976-3f33-4712-b55f-847f875cd4a6,t,t,f,nora.ortiz7018@student.example.com,Nora,Ortiz,STU183950,f,f,f,f,2025-07-01 20:50:52.587,2025-07-01 20:50:52.587
adca1baa-6f7e-4df3-abb8-e439b384c8a9,t,t,f,ella.carter79260@student.example.com,Ella,Carter,STU490429,f,f,f,f,2025-05-04 20:50:52.587,2025-05-04 20:50:52.587
84d06298-e6a1-4b1a-b5fd-35b5a720bd0b,t,t,f,sofia.evans19868@student.example.com,Sofia,Evans,STU956094,f,f,f,f,2025-05-29 20:50:52.587,2025-05-29 20:50:52.587
e5c92c75-c0d7-4162-a457-feab03dd1048,t,t,f,owen.robinson46459@student.example.com,Owen,Robinson,STU196290,f,f,f,f,2024-12-25 20:50:52.587,2024-12-25 20:50:52.587
73163e77-e05b-4745-a666-800f85d3dda0,t,t,f,luna.cruz25348@student.example.com,Luna,Cruz,STU391612,f,f,f,f,2025-07-12 20:50:52.587,2025-07-12 20:50:52.587
0424c4f0-14d4-459c-ad18-eb139f4c45c6,t,t,f,asher.cox59963@student.example.com,Asher,Cox,STU214011,f,f,f,f,2025-08-11 20:50:52.587,2025-08-11 20:50:52.587
e8bf536c-4e22-468f-8d96-810e8ca26736,t,t,f,ellie.murphy79468@student.example.com,Ellie,Murphy,STU726243,f,f,f,f,2025-01-30 20:50:52.587,2025-01-30 20:50:52.587
dd55ea3a-f05a-4022-b6be-2dfef7f40abf,t,t,f,avery.cruz51956@student.example.com,Avery,Cruz,STU112813,f,f,f,f,2025-07-10 20:50:52.587,2025-07-10 20:50:52.587
efa64507-f971-4373-9977-24e4467af206,t,t,f,zoey.morales13680@student.example.com,Zoey,Morales,STU368632,f,f,f,f,2025-09-16 20:50:52.587,2025-09-16 20:50:52.587
a4117d15-f303-4cf2-b54f-09d486577362,t,t,f,avery.baker89331@student.example.com,Avery,Baker,STU150844,f,f,f,f,2025-03-18 20:50:52.587,2025-03-18 20:50:52.587
db4a7fc9-1abb-4ed6-b013-77967dc30d3b,t,t,f,avery.adams42452@student.example.com,Avery,Adams,STU772143,f,f,f,f,2025-06-04 20:50:52.587,2025-06-04 20:50:52.587
7025d779-3356-42b5-87fe-1c1c50e4acf4,t,t,f,henry.king91391@student.example.com,Henry,King,STU423689,f,f,f,f,2025-02-24 20:50:52.587,2025-02-24 20:50:52.587
bc51e0a4-7c38-4ce2-82b1-19dc567eb344,t,t,f,henry.white89644@student.example.com,Henry,White,STU316804,f,f,f,f,2024-12-09 20:50:52.587,2024-12-09 20:50:52.587
b21b2534-341a-4a71-bd11-6f2fc7b491a5,t,t,f,abigail.collins41321@student.example.com,Abigail,Collins,STU596984,f,f,f,f,2025-05-22 20:50:52.587,2025-05-22 20:50:52.587
6c3904a8-6fcd-49f0-b9db-6f3cc5cb68ae,t,t,f,julian.baker39025@student.example.com,Julian,Baker,STU557603,f,f,f,f,2025-01-16 20:50:52.587,2025-01-16 20:50:52.587
4491a9c7-4e45-42f2-b355-a471c00c518e,t,t,f,aubrey.perez42815@student.example.com,Aubrey,Perez,STU696277,f,f,f,f,2025-06-15 20:50:52.587,2025-06-15 20:50:52.587
4ec48126-81bf-445f-82b6-cb35cf06a32c,t,t,f,zoe.lopez98968@student.example.com,Zoe,Lopez,STU163494,f,f,f,f,2025-09-13 20:50:52.587,2025-09-13 20:50:52.587
ee3c3a2f-5440-4359-b011-aa53d24a54ec,t,t,f,elijah.bailey9022@student.example.com,Elijah,Bailey,STU944827,f,f,f,f,2025-07-30 20:50:52.587,2025-07-30 20:50:52.587
24ffbfe4-6d4c-4a41-8d08-860a56685e04,t,t,f,abigail.rodriguez2957@student.example.com,Abigail,Rodriguez,STU496306,f,f,f,f,2025-06-20 20:50:52.587,2025-06-20 20:50:52.587
6753e2fe-41ae-4264-9998-c416b67f4219,t,t,f,evelyn.nelson74993@student.example.com,Evelyn,Nelson,STU529253,f,f,f,f,2025-04-26 20:50:52.587,2025-04-26 20:50:52.587
d098cd61-6f7e-45cb-8ae1-df724838c438,t,t,f,jackson.edwards50471@student.example.com,Jackson,Edwards,STU238903,f,f,f,f,2024-12-11 20:50:52.587,2024-12-11 20:50:52.587
216a7dbb-5e8b-48da-894e-681ae10fc527,t,t,f,jackson.lee54217@student.example.com,Jackson,Lee,STU376566,f,f,f,f,2025-07-09 20:50:52.587,2025-07-09 20:50:52.587
eff2e9c8-9ce2-42f4-bbdf-85f0da384a7d,t,t,f,nora.torres33241@student.example.com,Nora,Torres,STU161802,f,f,f,f,2025-05-29 20:50:52.587,2025-05-29 20:50:52.587
203df625-e056-4758-b639-6fa11d2e8fa6,t,t,f,penelope.hernandez3644@student.example.com,Penelope,Hernandez,STU494424,f,f,f,f,2025-02-27 20:50:52.587,2025-02-27 20:50:52.587
78bfb11a-87a1-4769-b61f-17b30bab3961,t,t,f,isaac.baker55109@student.example.com,Isaac,Baker,STU765790,f,f,f,f,2024-11-01 20:50:52.587,2024-11-01 20:50:52.587
d9b0d49c-e4f8-4ba6-9d57-525faa9c6e4f,t,t,f,zoe.nelson16145@student.example.com,Zoe,Nelson,STU737367,f,f,f,f,2025-09-08 20:50:52.587,2025-09-08 20:50:52.587
a72aff70-7608-45e4-bad1-a8357c7da8ea,t,t,f,lincoln.ramirez75661@student.example.com,Lincoln,Ramirez,STU703777,f,f,f,f,2025-09-16 20:50:52.587,2025-09-16 20:50:52.587
bfef7ff7-8446-424b-a823-5ba298f1c5d5,t,t,f,logan.green55481@student.example.com,Logan,Green,STU753920,f,f,f,f,2025-09-08 20:50:52.587,2025-09-08 20:50:52.587
a75bf70a-bdb3-457c-ab7a-df1e9a5d8f48,t,t,f,ella.howard6341@student.example.com,Ella,Howard,STU423293,f,f,f,f,2025-01-30 20:50:52.587,2025-01-30 20:50:52.587
347a49c0-7012-425e-b445-4d093046ff62,t,t,f,jayden.anderson24359@student.example.com,Jayden,Anderson,STU825395,f,f,f,f,2025-09-19 20:50:52.587,2025-09-19 20:50:52.587
7c1349b8-96d6-4ab4-89db-8eccc60c0302,t,t,f,david.perez84482@student.example.com,David,Perez,STU819599,f,f,f,f,2025-07-01 20:50:52.587,2025-07-01 20:50:52.587
0102a7a2-ad57-43c9-b584-37c39064ac2a,t,t,f,noah.cooper25265@student.example.com,Noah,Cooper,STU748195,f,f,f,f,2025-04-05 20:50:52.587,2025-04-05 20:50:52.587
45a5ddd1-b6c9-4441-bf0f-96e4b0fe208e,t,t,f,maverick.ward44524@student.example.com,Maverick,Ward,STU163770,f,f,f,f,2024-12-05 20:50:52.587,2024-12-05 20:50:52.587
effad44d-1774-4fbc-a0e1-d8ccc785fd15,t,t,f,mila.cooper72487@student.example.com,Mila,Cooper,STU995428,f,f,f,f,2025-05-10 20:50:52.587,2025-05-10 20:50:52.587
8ce36381-59f3-41f4-b87a-eee3dc359206,t,t,f,nathan.gutierrez20992@student.example.com,Nathan,Gutierrez,STU737022,f,f,f,f,2025-04-26 20:50:52.587,2025-04-26 20:50:52.587
4382fbf7-aa77-41d5-ac2a-a1b4917bb1fa,t,t,f,lincoln.rodriguez84922@student.example.com,Lincoln,Rodriguez,STU531046,f,f,f,f,2025-02-20 20:50:52.587,2025-02-20 20:50:52.587
2a3cc8c9-04bc-4171-b9e7-5a4e57dc09ba,t,t,f,caleb.rivera38374@student.example.com,Caleb,Rivera,STU731291,f,f,f,f,2025-06-05 20:50:52.587,2025-06-05 20:50:52.587
6f667912-7a9b-4e71-9a08-0e81239a3666,t,t,f,owen.morris14277@student.example.com,Owen,Morris,STU250277,f,f,f,f,2025-09-09 20:50:52.587,2025-09-09 20:50:52.587
c7010e4a-ac98-475d-89e3-442d959120a7,t,t,f,amelia.green40743@student.example.com,Amelia,Green,STU571057,f,f,f,f,2025-02-13 20:50:52.587,2025-02-13 20:50:52.587
f4d86eb8-c4fc-488c-815e-a896480d5c4a,t,t,f,ezra.edwards3271@student.example.com,Ezra,Edwards,STU375558,f,f,f,f,2025-08-16 20:50:52.587,2025-08-16 20:50:52.587
2587a219-1388-4bbf-b0ae-bf3108e803ef,t,t,f,elizabeth.cox86291@student.example.com,Elizabeth,Cox,STU797747,f,f,f,f,2024-12-18 20:50:52.587,2024-12-18 20:50:52.587
05575c55-23db-48bb-860d-ae33851ea4f1,t,t,f,madison.morales5265@student.example.com,Madison,Morales,STU418595,f,f,f,f,2025-02-08 20:50:52.587,2025-02-08 20:50:52.587
7be4a4d4-63b1-4bbe-9064-334c92ce4ea8,t,t,f,liam.kim61857@student.example.com,Liam,Kim,STU861253,f,f,f,f,2024-12-04 20:50:52.587,2024-12-04 20:50:52.587
a9b2790f-2775-40bf-9d3c-64ae937a0d37,t,t,f,addison.reed84482@student.example.com,Addison,Reed,STU840627,f,f,f,f,2024-12-17 20:50:52.588,2024-12-17 20:50:52.588
77779959-f7d5-4bcd-9189-2cd833852cac,t,t,f,mateo.kelly43966@student.example.com,Mateo,Kelly,STU535944,f,f,f,f,2024-10-23 20:50:52.588,2024-10-23 20:50:52.588
12649a89-4a91-4776-ab27-a2a5d461e9e0,t,t,f,natalie.allen45554@student.example.com,Natalie,Allen,STU418782,f,f,f,f,2024-11-06 20:50:52.588,2024-11-06 20:50:52.588
af15b4d0-ecb1-42d5-88b5-62e255c70ff4,t,t,f,layla.parker49102@student.example.com,Layla,Parker,STU669735,f,f,f,f,2025-09-02 20:50:52.588,2025-09-02 20:50:52.588
58f809c3-efb0-42d6-a05e-7071da03472a,t,t,f,ava.rodriguez20693@student.example.com,Ava,Rodriguez,STU236612,f,f,f,f,2025-02-17 20:50:52.588,2025-02-17 20:50:52.588
c7abde0f-5c86-4c1a-abf6-6e3e93fc85cd,t,t,f,ellie.rodriguez11074@student.example.com,Ellie,Rodriguez,STU418155,f,f,f,f,2025-03-10 20:50:52.588,2025-03-10 20:50:52.588
d2f7ff79-faa4-47cf-b9aa-bb4de3328b37,t,t,f,zoey.rivera45152@student.example.com,Zoey,Rivera,STU126740,f,f,f,f,2025-02-07 20:50:52.588,2025-02-07 20:50:52.588
3eae19b6-0671-4b9c-884b-26f4f5b93a76,t,t,f,david.wilson55843@student.example.com,David,Wilson,STU230135,f,f,f,f,2025-03-24 20:50:52.588,2025-03-24 20:50:52.588
0849c333-8621-4c03-8efe-5ca3b0876daa,t,t,f,victoria.parker63818@student.example.com,Victoria,Parker,STU221926,f,f,f,f,2025-04-10 20:50:52.588,2025-04-10 20:50:52.588
eab497c4-c9d0-4e55-89d9-dcabcebfd46d,t,t,f,jayden.evans75014@student.example.com,Jayden,Evans,STU841792,f,f,f,f,2025-09-03 20:50:52.588,2025-09-03 20:50:52.588
b95ff4cb-d6ca-49cb-93f1-a534220346d4,t,t,f,abigail.hill52071@student.example.com,Abigail,Hill,STU844133,f,f,f,f,2025-03-31 20:50:52.588,2025-03-31 20:50:52.588
a242e537-5102-402d-9d7d-8f7c45b94abc,t,t,f,grace.lopez15135@student.example.com,Grace,Lopez,STU314587,f,f,f,f,2024-11-03 20:50:52.588,2024-11-03 20:50:52.588
3e7fd4ee-2ed1-4e0d-a71d-e2d49eefe64f,t,t,f,sebastian.mitchell51414@student.example.com,Sebastian,Mitchell,STU754885,f,f,f,f,2025-06-06 20:50:52.588,2025-06-06 20:50:52.588
d8ce35dc-6a89-4d9f-b663-2f572e19eaa9,t,t,f,evelyn.garcia78277@student.example.com,Evelyn,Garcia,STU771572,f,f,f,f,2025-08-27 20:50:52.588,2025-08-27 20:50:52.588
4c8ee9a3-7ca0-4b72-bf42-70e928165d29,t,t,f,sebastian.kim13666@student.example.com,Sebastian,Kim,STU630737,f,f,f,f,2025-08-11 20:50:52.588,2025-08-11 20:50:52.588
c5af5330-986f-45da-baf8-80e73940273e,t,t,f,aria.jackson36834@student.example.com,Aria,Jackson,STU212769,f,f,f,f,2025-06-07 20:50:52.588,2025-06-07 20:50:52.588
5154a7e8-5b09-44a7-9f97-f2f0e20dd35a,t,t,f,levi.morgan34167@student.example.com,Levi,Morgan,STU596201,f,f,f,f,2024-11-18 20:50:52.588,2024-11-18 20:50:52.588
ee9cd42a-cefe-4fb2-9733-1a8bd69800e6,t,t,f,aubrey.ramos22495@student.example.com,Aubrey,Ramos,STU794698,f,f,f,f,2025-07-26 20:50:52.588,2025-07-26 20:50:52.588
1ce0875b-f5b9-4521-9cff-8af616dccd01,t,t,f,jack.evans95885@student.example.com,Jack,Evans,STU821049,f,f,f,f,2025-06-02 20:50:52.588,2025-06-02 20:50:52.588
9ba4c087-94da-4001-8453-9f9f1469e284,t,t,f,mateo.clark25047@student.example.com,Mateo,Clark,STU753217,f,f,f,f,2024-12-03 20:50:52.588,2024-12-03 20:50:52.588
fe37d16b-9c75-4525-8d63-1202196d4619,t,t,f,ryan.garcia44428@student.example.com,Ryan,Garcia,STU227475,f,f,f,f,2025-01-09 20:50:52.588,2025-01-09 20:50:52.588
7241dcd7-91bd-48f9-85b6-559ad50ae57e,t,t,f,lucas.flores95318@student.example.com,Lucas,Flores,STU276441,f,f,f,f,2025-03-15 20:50:52.588,2025-03-15 20:50:52.588
c91e5fd3-ec2b-49d7-a4ff-9753f11e5319,t,t,f,aiden.gonzalez73061@student.example.com,Aiden,Gonzalez,STU515958,f,f,f,f,2025-03-09 20:50:52.588,2025-03-09 20:50:52.588
eb3b585e-f015-43f2-a2a4-c306b9442f23,t,t,f,joshua.allen94814@student.example.com,Joshua,Allen,STU484718,f,f,f,f,2025-06-17 20:50:52.588,2025-06-17 20:50:52.588
2c50cb50-d599-4411-a0ee-fc254428429f,t,t,f,layla.cox87132@student.example.com,Layla,Cox,STU455641,f,f,f,f,2024-12-03 20:50:52.588,2024-12-03 20:50:52.588
44c71715-294d-4c6e-8253-7f14e5c90640,t,t,f,ryan.roberts46265@student.example.com,Ryan,Roberts,STU813948,f,f,f,f,2024-11-18 20:50:52.588,2024-11-18 20:50:52.588
ab636988-b8e4-4538-a056-a8109dac642b,t,t,f,avery.moore80812@student.example.com,Avery,Moore,STU176031,f,f,f,f,2025-07-31 20:50:52.588,2025-07-31 20:50:52.588
bfbf3085-10c3-483b-b875-0b5ecd60284d,t,t,f,noah.martinez42569@student.example.com,Noah,Martinez,STU167205,f,f,f,f,2025-06-11 20:50:52.588,2025-06-11 20:50:52.588
865322cc-e8fa-4241-90bf-e7469f9ba4c1,t,t,f,henry.wright44770@student.example.com,Henry,Wright,STU548948,f,f,f,f,2025-05-01 20:50:52.588,2025-05-01 20:50:52.588
0623e376-8e9d-4765-a6be-fe53eb963f3b,t,t,f,owen.turner48910@student.example.com,Owen,Turner,STU949639,f,f,f,f,2025-04-02 20:50:52.588,2025-04-02 20:50:52.588
5893ef23-fe60-492a-830e-b32d158c3ef3,t,t,f,caleb.nguyen86043@student.example.com,Caleb,Nguyen,STU323957,f,f,f,f,2025-03-19 20:50:52.588,2025-03-19 20:50:52.588
8d855186-7271-4a48-b409-4a3c3216f4c3,t,t,f,ellie.jones86008@student.example.com,Ellie,Jones,STU950767,f,f,f,f,2025-06-15 20:50:52.588,2025-06-15 20:50:52.588
c0070c90-1ddb-47ae-9370-5aa06ec443a0,t,t,f,natalie.nguyen86201@student.example.com,Natalie,Nguyen,STU141759,f,f,f,f,2025-03-20 20:50:52.588,2025-03-20 20:50:52.588
efe07a4d-f6ef-469f-92ac-f996d344fe6e,t,t,f,mila.sanchez45165@student.example.com,Mila,Sanchez,STU871537,f,f,f,f,2025-06-20 20:50:52.588,2025-06-20 20:50:52.588
31e06be9-9d7b-4546-9e9b-65ced02694fa,t,t,f,maverick.jones62249@student.example.com,Maverick,Jones,STU797705,f,f,f,f,2024-11-03 20:50:52.588,2024-11-03 20:50:52.588
66dc0c4c-0e31-4fe8-a012-ed64f81f96e8,t,t,f,joshua.gutierrez90407@student.example.com,Joshua,Gutierrez,STU168279,f,f,f,f,2025-06-02 20:50:52.588,2025-06-02 20:50:52.588
1e85920d-ff07-4fe5-996d-41ebc4d55a79,t,t,f,olivia.adams74212@student.example.com,Olivia,Adams,STU821188,f,f,f,f,2025-03-30 20:50:52.588,2025-03-30 20:50:52.588
abf0e4d0-4559-4ab9-983c-032de3aa0160,t,t,f,maverick.harris19495@student.example.com,Maverick,Harris,STU851676,f,f,f,f,2025-04-12 20:50:52.588,2025-04-12 20:50:52.588
d7f36ea8-bdec-44d0-adc5-2b5266f44195,t,t,f,aria.kim83239@student.example.com,Aria,Kim,STU914567,f,f,f,f,2025-04-18 20:50:52.588,2025-04-18 20:50:52.588
6531b2b0-f673-42a1-97c2-f032473da857,t,t,f,theodore.lewis68050@student.example.com,Theodore,Lewis,STU360272,f,f,f,f,2025-07-23 20:50:52.588,2025-07-23 20:50:52.588
b2dd233e-3b09-48ef-a097-21d24090bed0,t,t,f,owen.hill58540@student.example.com,Owen,Hill,STU785610,f,f,f,f,2025-03-15 20:50:52.588,2025-03-15 20:50:52.588
b32ea1ad-7cd0-4f70-94ca-4fd80d4fb744,t,t,f,elijah.brown87778@student.example.com,Elijah,Brown,STU507275,f,f,f,f,2025-01-28 20:50:52.588,2025-01-28 20:50:52.588
fc5f7422-4af8-47de-a1fa-57648d5d9a38,t,t,f,chloe.jackson66569@student.example.com,Chloe,Jackson,STU263666,f,f,f,f,2025-08-09 20:50:52.588,2025-08-09 20:50:52.588
d19c4edc-6a2d-4d6c-ab7e-7be1f28acd28,t,t,f,ezra.kelly49565@student.example.com,Ezra,Kelly,STU778311,f,f,f,f,2024-11-14 20:50:52.588,2024-11-14 20:50:52.588
4e5d312a-68f1-4ca2-9d35-f07f947cd564,t,t,f,theodore.lewis30020@student.example.com,Theodore,Lewis,STU667821,f,f,f,f,2025-08-30 20:50:52.588,2025-08-30 20:50:52.588
833cc215-0da1-4564-9010-8190518e8cf1,t,t,f,caleb.allen75985@student.example.com,Caleb,Allen,STU160213,f,f,f,f,2025-06-03 20:50:52.588,2025-06-03 20:50:52.588
fe41bd6b-9234-4083-b911-420be4412963,t,t,f,wyatt.carter24375@student.example.com,Wyatt,Carter,STU915715,f,f,f,f,2024-12-17 20:50:52.588,2024-12-17 20:50:52.588
52093afe-11c5-4479-b727-d57654c3f77e,t,t,f,mason.cruz17853@student.example.com,Mason,Cruz,STU620256,f,f,f,f,2024-12-28 20:50:52.588,2024-12-28 20:50:52.588
